X,R1_open Y,R1_short Y,R2_open Y,R2_short Y,R3_open Y,R3_short Y,M1_G-S_short Y,M1_open Y,M1_G-D_short Y,M1_D-S_short Y,M2_D-S_short Y,M2_G-D_short Y,M2_G-S_short Y,M2_open Y,M3_open Y,M3_D-S_short Y,M3_G-D_short Y,M3_G-S_short Y
-1.99,-0.83907,0.60646997837467,0.99992,-0.83907,-31.482144900000257,0.9999999999999991,0.5384269514488267,0.60646997837467,-0.8573598042513948,-0.83907,0.99992,-0.7731725108568905,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.989,-0.83907,0.606469978385537,0.99992,-0.83907,-31.48214490000026,0.9999999999999991,0.5384554172824494,0.606469978385537,-0.8573597406571624,-0.83907,0.99992,-0.773172446093135,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.988,-0.83907,0.6064699783964039,0.99992,-0.83907,-31.482144900000264,0.9999999999999991,0.5384838806744483,0.6064699783964039,-0.8573596766662747,-0.83907,0.99992,-0.7731723811718959,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.987,-0.83907,0.6064699784072709,0.99992,-0.83907,-31.482144900000268,0.9999999999999991,0.5385123416250508,0.6064699784072709,-0.8573596122762576,-0.83907,0.99992,-0.7731723160927915,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.986,-0.83907,0.606469978418138,0.99992,-0.83907,-31.48214490000027,0.9999999999999991,0.5385408001344558,0.606469978418138,-0.8573595474846216,-0.83907,0.99992,-0.7731722508554393,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.985,-0.83907,0.606469978429005,0.99992,-0.83907,-31.482144900000275,0.9999999999999991,0.5385692562028623,0.606469978429005,-0.857359482288862,-0.83907,0.99992,-0.7731721854594558,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.984,-0.83907,0.6064699784398719,0.99992,-0.83907,-31.48214490000028,0.9999999999999991,0.5385977098304977,0.6064699784398719,-0.857359416686458,-0.83907,0.99992,-0.7731721199044564,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.983,-0.83907,0.6064699784507389,0.99992,-0.83907,-31.482144900000282,0.9999999999999991,0.5386261610175893,0.6064699784507389,-0.8573593506748733,-0.83907,0.99992,-0.7731720541900561,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.982,-0.83907,0.606469978461606,0.99992,-0.83907,-31.482144900000286,0.9999999999999991,0.5386546097643077,0.606469978461606,-0.8573592842515557,-0.83907,0.99992,-0.7731719883158682,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.981,-0.83907,0.606469978472473,0.99992,-0.83907,-31.48214490000029,0.9999999999999991,0.5386830560708802,0.606469978472473,-0.8573592174139374,-0.83907,0.99992,-0.7731719222815058,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.98,-0.83907,0.6064699784833399,0.99992,-0.83907,-31.482144900000293,0.9999999999999991,0.5387114999375058,0.6064699784833399,-0.857359150159434,-0.83907,0.99992,-0.7731718560865806,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
-1.979,-0.83907,0.6064699784942069,0.99992,-0.83907,-31.482144900000296,0.9999999999999991,0.5387399413643834,0.6064699784942069,-0.8573590824854455,-0.83907,0.99992,-0.7731717897307037,-0.83907,-0.83907,0.9999999999999991,-1.0000000000000009,-0.680417,0.99992
