X,robust_vout,R-open_(Vt shift),R_Short,G-D short,G-S short,D-S short
0.165,0.14302896,0.529790165,5.96E-06,0.14302896,0.165,1
0.166,0.143752181,0.530686282,6.04E-06,0.143752181,0.166,1
0.167,0.144475402,0.5315824,6.13E-06,0.144475402,0.167,1
0.168,0.145198624,0.532478517,6.21E-06,0.145198624,0.168,1
0.169,0.145921845,0.533374634,6.30E-06,0.145921845,0.169,1
0.17,0.146645066,0.534270752,6.38E-06,0.146645066,0.17,1
0.171,0.147368288,0.535166869,6.47E-06,0.147368288,0.171,1
0.172,0.148091509,0.536062987,6.55E-06,0.148091509,0.172,1
0.173,0.148814731,0.536959104,6.64E-06,0.148814731,0.173,1
0.174,0.149537952,0.537855221,6.72E-06,0.149537952,0.174,1
0.175,0.150261173,0.538751339,6.81E-06,0.150261173,0.175,1
0.176,0.150984395,0.539647456,6.89E-06,0.150984395,0.176,1
0.177,0.151707616,0.540543573,6.98E-06,0.151707616,0.177,1
0.178,0.152430838,0.541439691,7.06E-06,0.152430838,0.178,1
0.179,0.153154059,0.542335808,7.15E-06,0.153154059,0.179,1
0.18,0.15387728,0.543231926,7.23E-06,0.15387728,0.18,1
0.181,0.154600502,0.544128043,7.32E-06,0.154600502,0.181,1
0.182,0.155323723,0.54502416,7.40E-06,0.155323723,0.182,1
0.183,0.156046944,0.545920278,7.49E-06,0.156046944,0.183,1
0.184,0.156770166,0.546816395,7.57E-06,0.156770166,0.184,1
0.185,0.157493387,0.547712512,7.66E-06,0.157493387,0.185,1
0.186,0.158216609,0.54860863,7.74E-06,0.158216609,0.186,1
0.187,0.15893983,0.549504747,7.83E-06,0.15893983,0.187,1
0.188,0.159663051,0.550400864,7.91E-06,0.159663051,0.188,1
0.189,0.160386273,0.551296982,8.00E-06,0.160386273,0.189,1
0.19,0.161109494,0.552193099,8.08E-06,0.161109494,0.19,1
0.191,0.161832715,0.553089217,8.16E-06,0.161832715,0.191,1
0.192,0.162555937,0.553985334,8.25E-06,0.162555937,0.192,1
0.193,0.163279158,0.554881451,8.33E-06,0.163279158,0.193,1
0.194,0.16400238,0.555777569,8.42E-06,0.16400238,0.194,1
0.195,0.164725601,0.556673686,8.50E-06,0.164725601,0.195,1
0.196,0.165448822,0.557569803,8.59E-06,0.165448822,0.196,1
0.197,0.166172044,0.558465921,8.67E-06,0.166172044,0.197,1
0.198,0.166895265,0.559362038,8.76E-06,0.166895265,0.198,1
0.199,0.167618486,0.560258156,8.84E-06,0.167618486,0.199,1
0.2,0.168341708,0.561154273,8.93E-06,0.168341708,0.2,1
0.201,0.169064929,0.56205039,9.01E-06,0.169064929,0.201,1
0.202,0.169788151,0.562946508,9.10E-06,0.169788151,0.202,1
0.203,0.170511372,0.563842625,9.18E-06,0.170511372,0.203,1
0.204,0.171234593,0.564738742,9.27E-06,0.171234593,0.204,1
0.205,0.171957815,0.56563486,9.35E-06,0.171957815,0.205,1
0.206,0.172681036,0.566530977,9.44E-06,0.172681036,0.206,1
0.207,0.173404258,0.567427094,9.52E-06,0.173404258,0.207,1
0.208,0.174127479,0.568323212,9.61E-06,0.174127479,0.208,1
0.209,0.1748507,0.569219329,9.69E-06,0.1748507,0.209,1
0.21,0.175573922,0.570115447,9.78E-06,0.175573922,0.21,1
0.211,0.176297143,0.571011564,9.86E-06,0.176297143,0.211,1
0.212,0.177020364,0.571907681,9.95E-06,0.177020364,0.212,1
0.213,0.177743586,0.572803799,1.00E-05,0.177743586,0.213,1
0.214,0.178466807,0.573699916,1.01E-05,0.178466807,0.214,1
0.215,0.179190029,0.574596033,1.02E-05,0.179190029,0.215,1
0.216,0.17991325,0.575492151,1.03E-05,0.17991325,0.216,1
0.217,0.180636471,0.576388268,1.04E-05,0.180636471,0.217,1
0.218,0.181359693,0.577284386,1.05E-05,0.181359693,0.218,1
0.219,0.182082914,0.578180503,1.05E-05,0.182082914,0.219,1
0.22,0.182806135,0.57907662,1.06E-05,0.182806135,0.22,1
0.221,0.183529357,0.579972738,1.07E-05,0.183529357,0.221,1
0.222,0.184252578,0.580868855,1.08E-05,0.184252578,0.222,1
0.223,0.1849758,0.581764972,1.09E-05,0.1849758,0.223,1
0.224,0.185699021,0.58266109,1.10E-05,0.185699021,0.224,1
0.225,0.186422242,0.583557207,1.11E-05,0.186422242,0.225,1
0.226,0.187145464,0.584453324,1.11E-05,0.187145464,0.226,1
0.227,0.187868685,0.585349442,1.12E-05,0.187868685,0.227,1
0.228,0.188591906,0.586245559,1.13E-05,0.188591906,0.228,1
0.229,0.189315128,0.587141677,1.14E-05,0.189315128,0.229,1
0.23,0.190038349,0.588037794,1.15E-05,0.190038349,0.23,1
0.231,0.190761571,0.588933911,1.16E-05,0.190761571,0.231,1
0.232,0.191484792,0.589830029,1.16E-05,0.191484792,0.232,1
0.233,0.192208013,0.590726146,1.17E-05,0.192208013,0.233,1
0.234,0.192931235,0.591622263,1.18E-05,0.192931235,0.234,1
0.235,0.193654456,0.592518381,1.19E-05,0.193654456,0.235,1
0.236,0.194377678,0.593414498,1.20E-05,0.194377678,0.236,1
0.237,0.195100899,0.594310616,1.21E-05,0.195100899,0.237,1
0.238,0.19582412,0.595206733,1.22E-05,0.19582412,0.238,1
0.239,0.196547342,0.59610285,1.22E-05,0.196547342,0.239,1
0.24,0.197270563,0.596998968,1.23E-05,0.197270563,0.24,1
0.241,0.198043632,0.597903843,1.24E-05,0.198043632,0.241,1
0.242,0.198816702,0.598808718,1.26E-05,0.198816702,0.242,1
0.243,0.199589771,0.599713593,1.27E-05,0.199589771,0.243,1
0.244,0.20036284,0.600618468,1.28E-05,0.20036284,0.244,1
0.245,0.20113591,0.601523343,1.29E-05,0.20113591,0.245,1
0.246,0.201908979,0.602428218,1.30E-05,0.201908979,0.246,1
0.247,0.202682048,0.603333093,1.32E-05,0.202682048,0.247,1
0.248,0.203455118,0.604237968,1.33E-05,0.203455118,0.248,1
0.249,0.204228187,0.605142843,1.34E-05,0.204228187,0.249,1
0.25,0.205001256,0.606047718,1.35E-05,0.205001256,0.25,1
0.251,0.205774326,0.606952594,1.36E-05,0.205774326,0.251,1
0.252,0.206547395,0.607857469,1.38E-05,0.206547395,0.252,1
0.253,0.207320464,0.608762344,1.39E-05,0.207320464,0.253,1
0.254,0.208093533,0.609667219,1.40E-05,0.208093533,0.254,1
0.255,0.208866603,0.610572094,1.41E-05,0.208866603,0.255,1
0.256,0.209639672,0.611476969,1.42E-05,0.209639672,0.256,1
0.257,0.210412741,0.612381844,1.44E-05,0.210412741,0.257,1
0.258,0.211185811,0.613286719,1.45E-05,0.211185811,0.258,1
0.259,0.21195888,0.614191594,1.46E-05,0.21195888,0.259,1
0.26,0.212731949,0.615096469,1.47E-05,0.212731949,0.26,1
0.261,0.213505019,0.616001344,1.48E-05,0.213505019,0.261,1
0.262,0.214278088,0.61690622,1.50E-05,0.214278088,0.262,1
0.263,0.215051157,0.617811095,1.51E-05,0.215051157,0.263,1
0.264,0.215824227,0.61871597,1.52E-05,0.215824227,0.264,1
0.265,0.216597296,0.619620845,1.53E-05,0.216597296,0.265,1
0.266,0.217370365,0.62052572,1.54E-05,0.217370365,0.266,1
0.267,0.218143435,0.621430595,1.55E-05,0.218143435,0.267,1
0.268,0.218916504,0.62233547,1.57E-05,0.218916504,0.268,1
0.269,0.219689573,0.623240345,1.58E-05,0.219689573,0.269,1
0.27,0.220462643,0.62414522,1.59E-05,0.220462643,0.27,1
0.271,0.221235712,0.625050095,1.60E-05,0.221235712,0.271,1
0.272,0.222008781,0.62595497,1.61E-05,0.222008781,0.272,1
0.273,0.222781851,0.626859845,1.63E-05,0.222781851,0.273,1
0.274,0.22355492,0.627764721,1.64E-05,0.22355492,0.274,1
0.275,0.224327989,0.628669596,1.65E-05,0.224327989,0.275,1
0.276,0.225101058,0.629574471,1.66E-05,0.225101058,0.276,1
0.277,0.225874128,0.630479346,1.67E-05,0.225874128,0.277,1
0.278,0.226647197,0.631384221,1.69E-05,0.226647197,0.278,1
0.279,0.227420266,0.632289096,1.70E-05,0.227420266,0.279,1
0.28,0.228193336,0.633193971,1.71E-05,0.228193336,0.28,1
0.281,0.228966405,0.634098846,1.72E-05,0.228966405,0.281,1
0.282,0.229739474,0.635003721,1.73E-05,0.229739474,0.282,1
0.283,0.230512544,0.635908596,1.75E-05,0.230512544,0.283,1
0.284,0.231285613,0.636813471,1.76E-05,0.231285613,0.284,1
0.285,0.232058682,0.637718346,1.77E-05,0.232058682,0.285,1
0.286,0.232831752,0.638623222,1.78E-05,0.232831752,0.286,1
0.287,0.233604821,0.639528097,1.79E-05,0.233604821,0.287,1
0.288,0.23437789,0.640432972,1.81E-05,0.23437789,0.288,1
0.289,0.23515096,0.641337847,1.82E-05,0.23515096,0.289,1
0.29,0.235924029,0.642242722,1.83E-05,0.235924029,0.29,1
0.291,0.236697098,0.643147597,1.84E-05,0.236697098,0.291,1
0.292,0.237470168,0.644052472,1.85E-05,0.237470168,0.292,1
0.293,0.238243237,0.644957347,1.86E-05,0.238243237,0.293,1
0.294,0.239016306,0.645862222,1.88E-05,0.239016306,0.294,1
0.295,0.239789375,0.646767097,1.89E-05,0.239789375,0.295,1
0.296,0.240562445,0.647671972,1.90E-05,0.240562445,0.296,1
0.297,0.241335514,0.648576848,1.91E-05,0.241335514,0.297,1
0.298,0.242108583,0.649481723,1.92E-05,0.242108583,0.298,1
0.299,0.242881653,0.650386598,1.94E-05,0.242881653,0.299,1
0.3,0.243654722,0.651291473,1.95E-05,0.243654722,0.3,1
0.301,0.244427791,0.652196348,1.96E-05,0.244427791,0.301,1
0.302,0.245200861,0.653101223,1.97E-05,0.245200861,0.302,1
0.303,0.24597393,0.654006098,1.98E-05,0.24597393,0.303,1
0.304,0.246746999,0.654910973,2.00E-05,0.246746999,0.304,1
0.305,0.247520069,0.655815848,2.01E-05,0.247520069,0.305,1
0.306,0.248293138,0.656720723,2.02E-05,0.248293138,0.306,1
0.307,0.249066207,0.657625598,2.03E-05,0.249066207,0.307,1
0.308,0.249839277,0.658530473,2.04E-05,0.249839277,0.308,1
0.309,0.250612346,0.659435349,2.06E-05,0.250612346,0.309,1
0.31,0.251385415,0.660340224,2.07E-05,0.251385415,0.31,1
0.311,0.252158485,0.661245099,2.08E-05,0.252158485,0.311,1
0.312,0.252931554,0.662149974,2.09E-05,0.252931554,0.312,1
0.313,0.253704623,0.663054849,2.10E-05,0.253704623,0.313,1
0.314,0.254477692,0.663959724,2.12E-05,0.254477692,0.314,1
0.315,0.255250762,0.664864599,2.13E-05,0.255250762,0.315,1
0.316,0.256023831,0.665769474,2.14E-05,0.256023831,0.316,1
0.317,0.2567969,0.666674349,2.15E-05,0.2567969,0.317,1
0.318,0.25756997,0.667579224,2.16E-05,0.25756997,0.318,1
0.319,0.258343039,0.668484099,2.18E-05,0.258343039,0.319,1
0.32,0.259116108,0.669388974,2.19E-05,0.259116108,0.32,1
0.321,0.2599223,0.670300421,2.20E-05,0.2599223,0.321,1
0.322,0.260728493,0.671211867,2.22E-05,0.260728493,0.322,1
0.323,0.261534685,0.672123314,2.23E-05,0.261534685,0.323,1
0.324,0.262340877,0.67303476,2.24E-05,0.262340877,0.324,1
0.325,0.263147069,0.673946207,2.26E-05,0.263147069,0.325,1
0.326,0.263953261,0.674857653,2.27E-05,0.263953261,0.326,1
0.327,0.264759453,0.6757691,2.29E-05,0.264759453,0.327,1
0.328,0.265565645,0.676680546,2.30E-05,0.265565645,0.328,1
0.329,0.266371837,0.677591993,2.32E-05,0.266371837,0.329,1
0.33,0.267178029,0.678503439,2.33E-05,0.267178029,0.33,1
0.331,0.267984221,0.679414886,2.34E-05,0.267984221,0.331,1
0.332,0.268790413,0.680326332,2.36E-05,0.268790413,0.332,1
0.333,0.269596605,0.681237779,2.37E-05,0.269596605,0.333,1
0.334,0.270402797,0.682149226,2.39E-05,0.270402797,0.334,1
0.335,0.271208989,0.683060672,2.40E-05,0.271208989,0.335,1
0.336,0.272015181,0.683972119,2.42E-05,0.272015181,0.336,1
0.337,0.272821374,0.684883565,2.43E-05,0.272821374,0.337,1
0.338,0.273627566,0.685795012,2.44E-05,0.273627566,0.338,1
0.339,0.274433758,0.686706458,2.46E-05,0.274433758,0.339,1
0.34,0.27523995,0.687617905,2.47E-05,0.27523995,0.34,1
0.341,0.276046142,0.688529351,2.49E-05,0.276046142,0.341,1
0.342,0.276852334,0.689440798,2.50E-05,0.276852334,0.342,1
0.343,0.277658526,0.690352244,2.52E-05,0.277658526,0.343,1
0.344,0.278464718,0.691263691,2.53E-05,0.278464718,0.344,1
0.345,0.27927091,0.692175137,2.54E-05,0.27927091,0.345,1
0.346,0.280077102,0.693086584,2.56E-05,0.280077102,0.346,1
0.347,0.280883294,0.69399803,2.57E-05,0.280883294,0.347,1
0.348,0.281689486,0.694909477,2.59E-05,0.281689486,0.348,1
0.349,0.282495678,0.695820923,2.60E-05,0.282495678,0.349,1
0.35,0.28330187,0.69673237,2.62E-05,0.28330187,0.35,1
0.351,0.284108062,0.697643816,2.63E-05,0.284108062,0.351,1
0.352,0.284914255,0.698555263,2.64E-05,0.284914255,0.352,1
0.353,0.285720447,0.699466709,2.66E-05,0.285720447,0.353,1
0.354,0.286526639,0.700378156,2.67E-05,0.286526639,0.354,1
0.355,0.287332831,0.701289602,2.69E-05,0.287332831,0.355,1
0.356,0.288139023,0.702201049,2.70E-05,0.288139023,0.356,1
0.357,0.288945215,0.703112495,2.72E-05,0.288945215,0.357,1
0.358,0.289751407,0.704023942,2.73E-05,0.289751407,0.358,1
0.359,0.290557599,0.704935388,2.74E-05,0.290557599,0.359,1
0.36,0.291363791,0.705846835,2.76E-05,0.291363791,0.36,1
0.361,0.292169983,0.706758281,2.77E-05,0.292169983,0.361,1
0.362,0.292976175,0.707669728,2.79E-05,0.292976175,0.362,1
0.363,0.293782367,0.708581174,2.80E-05,0.293782367,0.363,1
0.364,0.294588559,0.709492621,2.82E-05,0.294588559,0.364,1
0.365,0.295394751,0.710404067,2.83E-05,0.295394751,0.365,1
0.366,0.296200943,0.711315514,2.84E-05,0.296200943,0.366,1
0.367,0.297007135,0.71222696,2.86E-05,0.297007135,0.367,1
0.368,0.297813328,0.713138407,2.87E-05,0.297813328,0.368,1
0.369,0.29861952,0.714049853,2.89E-05,0.29861952,0.369,1
0.37,0.299425712,0.7149613,2.90E-05,0.299425712,0.37,1
0.371,0.300231904,0.715872746,2.92E-05,0.300231904,0.371,1
0.372,0.301038096,0.716784193,2.93E-05,0.301038096,0.372,1
0.373,0.301844288,0.717695639,2.94E-05,0.301844288,0.373,1
0.374,0.30265048,0.718607086,2.96E-05,0.30265048,0.374,1
0.375,0.303456672,0.719518532,2.97E-05,0.303456672,0.375,1
0.376,0.304262864,0.720429979,2.99E-05,0.304262864,0.376,1
0.377,0.305069056,0.721341425,3.00E-05,0.305069056,0.377,1
0.378,0.305875248,0.722252872,3.02E-05,0.305875248,0.378,1
0.379,0.30668144,0.723164318,3.03E-05,0.30668144,0.379,1
0.38,0.307487632,0.724075765,3.05E-05,0.307487632,0.38,1
0.381,0.308293824,0.724987211,3.06E-05,0.308293824,0.381,1
0.382,0.309100016,0.725898658,3.07E-05,0.309100016,0.382,1
0.383,0.309906209,0.726810104,3.09E-05,0.309906209,0.383,1
0.384,0.310712401,0.727721551,3.10E-05,0.310712401,0.384,1
0.385,0.311518593,0.728632997,3.12E-05,0.311518593,0.385,1
0.386,0.312324785,0.729544444,3.13E-05,0.312324785,0.386,1
0.387,0.313130977,0.73045589,3.15E-05,0.313130977,0.387,1
0.388,0.313937169,0.731367337,3.16E-05,0.313937169,0.388,1
0.389,0.314743361,0.732278783,3.17E-05,0.314743361,0.389,1
0.39,0.315549553,0.73319023,3.19E-05,0.315549553,0.39,1
0.391,0.316355745,0.734101676,3.20E-05,0.316355745,0.391,1
0.392,0.317161937,0.735013123,3.22E-05,0.317161937,0.392,1
0.393,0.317968129,0.735924569,3.23E-05,0.317968129,0.393,1
0.394,0.318774321,0.736836016,3.25E-05,0.318774321,0.394,1
0.395,0.319580513,0.737747462,3.26E-05,0.319580513,0.395,1
0.396,0.320386705,0.738658909,3.27E-05,0.320386705,0.396,1
0.397,0.321192897,0.739570355,3.29E-05,0.321192897,0.397,1
0.398,0.32199909,0.740481802,3.30E-05,0.32199909,0.398,1
0.399,0.322805282,0.741393248,3.32E-05,0.322805282,0.399,1
0.4,0.323611474,0.742304695,3.33E-05,0.323611474,0.4,1
0.401,0.324441317,0.743217927,3.35E-05,0.324441317,0.401,1
0.402,0.32527116,0.744131159,3.36E-05,0.32527116,0.402,1
0.403,0.326101003,0.745044391,3.38E-05,0.326101003,0.403,1
0.404,0.326930846,0.745957623,3.39E-05,0.326930846,0.404,1
0.405,0.327760689,0.746870855,3.41E-05,0.327760689,0.405,1
0.406,0.328590532,0.747784087,3.43E-05,0.328590532,0.406,1
0.407,0.329420375,0.748697319,3.44E-05,0.329420375,0.407,1
0.408,0.330250218,0.749610551,3.46E-05,0.330250218,0.408,1
0.409,0.331080061,0.750523783,3.47E-05,0.331080061,0.409,1
0.41,0.331909904,0.751437015,3.49E-05,0.331909904,0.41,1
0.411,0.332739747,0.752350247,3.51E-05,0.332739747,0.411,1
0.412,0.33356959,0.753263479,3.52E-05,0.33356959,0.412,1
0.413,0.334399433,0.754176711,3.54E-05,0.334399433,0.413,1
0.414,0.335229276,0.755089943,3.55E-05,0.335229276,0.414,1
0.415,0.336059119,0.756003175,3.57E-05,0.336059119,0.415,1
0.416,0.336888962,0.756916407,3.59E-05,0.336888962,0.416,1
0.417,0.337718805,0.757829639,3.60E-05,0.337718805,0.417,1
0.418,0.338548649,0.758742871,3.62E-05,0.338548649,0.418,1
0.419,0.339378492,0.759656103,3.63E-05,0.339378492,0.419,1
0.42,0.340208335,0.760569335,3.65E-05,0.340208335,0.42,1
0.421,0.341038178,0.761482567,3.67E-05,0.341038178,0.421,1
0.422,0.341868021,0.762395799,3.68E-05,0.341868021,0.422,1
0.423,0.342697864,0.763309031,3.70E-05,0.342697864,0.423,1
0.424,0.343527707,0.764222263,3.71E-05,0.343527707,0.424,1
0.425,0.34435755,0.765135495,3.73E-05,0.34435755,0.425,1
0.426,0.345187393,0.766048727,3.75E-05,0.345187393,0.426,1
0.427,0.346017236,0.766961959,3.76E-05,0.346017236,0.427,1
0.428,0.346847079,0.767875191,3.78E-05,0.346847079,0.428,1
0.429,0.347676922,0.768788423,3.79E-05,0.347676922,0.429,1
0.43,0.348506765,0.769701655,3.81E-05,0.348506765,0.43,1
0.431,0.349336608,0.770614887,3.83E-05,0.349336608,0.431,1
0.432,0.350166451,0.771528119,3.84E-05,0.350166451,0.432,1
0.433,0.350996294,0.772441351,3.86E-05,0.350996294,0.433,1
0.434,0.351826137,0.773354583,3.87E-05,0.351826137,0.434,1
0.435,0.35265598,0.774267815,3.89E-05,0.35265598,0.435,1
0.436,0.353485823,0.775181047,3.90E-05,0.353485823,0.436,1
0.437,0.354315666,0.776094279,3.92E-05,0.354315666,0.437,1
0.438,0.355145509,0.777007511,3.94E-05,0.355145509,0.438,1
0.439,0.355975353,0.777920743,3.95E-05,0.355975353,0.439,1
0.44,0.356805196,0.778833975,3.97E-05,0.356805196,0.44,1
0.441,0.357635039,0.779747207,3.98E-05,0.357635039,0.441,1
0.442,0.358464882,0.780660439,4.00E-05,0.358464882,0.442,1
0.443,0.359294725,0.781573671,4.02E-05,0.359294725,0.443,1
0.444,0.360124568,0.782486903,4.03E-05,0.360124568,0.444,1
0.445,0.360954411,0.783400135,4.05E-05,0.360954411,0.445,1
0.446,0.361784254,0.784313367,4.06E-05,0.361784254,0.446,1
0.447,0.362614097,0.785226599,4.08E-05,0.362614097,0.447,1
0.448,0.36344394,0.786139831,4.10E-05,0.36344394,0.448,1
0.449,0.364273783,0.787053063,4.11E-05,0.364273783,0.449,1
0.45,0.365103626,0.787966295,4.13E-05,0.365103626,0.45,1
0.451,0.365933469,0.788879527,4.14E-05,0.365933469,0.451,1
0.452,0.366763312,0.789792759,4.16E-05,0.366763312,0.452,1
0.453,0.367593155,0.790705991,4.18E-05,0.367593155,0.453,1
0.454,0.368422998,0.791619223,4.19E-05,0.368422998,0.454,1
0.455,0.369252841,0.792532455,4.21E-05,0.369252841,0.455,1
0.456,0.370082684,0.793445687,4.22E-05,0.370082684,0.456,1
0.457,0.370912527,0.794358919,4.24E-05,0.370912527,0.457,1
0.458,0.37174237,0.795272151,4.26E-05,0.37174237,0.458,1
0.459,0.372572213,0.796185383,4.27E-05,0.372572213,0.459,1
0.46,0.373402057,0.797098615,4.29E-05,0.373402057,0.46,1
0.461,0.3742319,0.798011847,4.30E-05,0.3742319,0.461,1
0.462,0.375061743,0.798925079,4.32E-05,0.375061743,0.462,1
0.463,0.375891586,0.799838311,4.33E-05,0.375891586,0.463,1
0.464,0.376721429,0.800751543,4.35E-05,0.376721429,0.464,1
0.465,0.377551272,0.801664775,4.37E-05,0.377551272,0.465,1
0.466,0.378381115,0.802578007,4.38E-05,0.378381115,0.466,1
0.467,0.379210958,0.803491239,4.40E-05,0.379210958,0.467,1
0.468,0.380040801,0.804404471,4.41E-05,0.380040801,0.468,1
0.469,0.380870644,0.805317703,4.43E-05,0.380870644,0.469,1
0.47,0.381700487,0.806230935,4.45E-05,0.381700487,0.47,1
0.471,0.38253033,0.807144167,4.46E-05,0.38253033,0.471,1
0.472,0.383360173,0.808057399,4.48E-05,0.383360173,0.472,1
0.473,0.384190016,0.808970631,4.49E-05,0.384190016,0.473,1
0.474,0.385019859,0.809883863,4.51E-05,0.385019859,0.474,1
0.475,0.385849702,0.810797095,4.53E-05,0.385849702,0.475,1
0.476,0.386679545,0.811710327,4.54E-05,0.386679545,0.476,1
0.477,0.387509388,0.812623559,4.56E-05,0.387509388,0.477,1
0.478,0.388339231,0.813536791,4.57E-05,0.388339231,0.478,1
0.479,0.389169074,0.814450023,4.59E-05,0.389169074,0.479,1
0.48,0.389998917,0.815363255,4.61E-05,0.389998917,0.48,1
0.481,0.390846339,0.816255309,4.62E-05,0.390846339,0.481,1
0.482,0.39169376,0.817147362,4.64E-05,0.39169376,0.482,1
0.483,0.392541182,0.818039415,4.66E-05,0.392541182,0.483,1
0.484,0.393388603,0.818931468,4.67E-05,0.393388603,0.484,1
0.485,0.394236025,0.819823521,4.69E-05,0.394236025,0.485,1
0.486,0.395083446,0.820715574,4.71E-05,0.395083446,0.486,1
0.487,0.395930868,0.821607627,4.73E-05,0.395930868,0.487,1
0.488,0.396778289,0.82249968,4.74E-05,0.396778289,0.488,1
0.489,0.39762571,0.823391733,4.76E-05,0.39762571,0.489,1
0.49,0.398473132,0.824283786,4.78E-05,0.398473132,0.49,1
0.491,0.399320553,0.825175839,4.79E-05,0.399320553,0.491,1
0.492,0.400167975,0.826067893,4.81E-05,0.400167975,0.492,1
0.493,0.401015396,0.826959946,4.83E-05,0.401015396,0.493,1
0.494,0.401862818,0.827851999,4.85E-05,0.401862818,0.494,1
0.495,0.402710239,0.828744052,4.86E-05,0.402710239,0.495,1
0.496,0.403557661,0.829636105,4.88E-05,0.403557661,0.496,1
0.497,0.404405082,0.830528158,4.90E-05,0.404405082,0.497,1
0.498,0.405252503,0.831420211,4.91E-05,0.405252503,0.498,1
0.499,0.406099925,0.832312264,4.93E-05,0.406099925,0.499,1
0.5,0.406947346,0.833204317,4.95E-05,0.406947346,0.5,1
0.501,0.407794768,0.83409637,4.97E-05,0.407794768,0.501,1
0.502,0.408642189,0.834988423,4.98E-05,0.408642189,0.502,1
0.503,0.409489611,0.835880476,5.00E-05,0.409489611,0.503,1
0.504,0.410337032,0.83677253,5.02E-05,0.410337032,0.504,1
0.505,0.411184454,0.837664583,5.04E-05,0.411184454,0.505,1
0.506,0.412031875,0.838556636,5.05E-05,0.412031875,0.506,1
0.507,0.412879296,0.839448689,5.07E-05,0.412879296,0.507,1
0.508,0.413726718,0.840340742,5.09E-05,0.413726718,0.508,1
0.509,0.414574139,0.841232795,5.10E-05,0.414574139,0.509,1
0.51,0.415421561,0.842124848,5.12E-05,0.415421561,0.51,1
0.511,0.416268982,0.843016901,5.14E-05,0.416268982,0.511,1
0.512,0.417116404,0.843908954,5.16E-05,0.417116404,0.512,1
0.513,0.417963825,0.844801007,5.17E-05,0.417963825,0.513,1
0.514,0.418811247,0.84569306,5.19E-05,0.418811247,0.514,1
0.515,0.419658668,0.846585114,5.21E-05,0.419658668,0.515,1
0.516,0.420506089,0.847477167,5.22E-05,0.420506089,0.516,1
0.517,0.421353511,0.84836922,5.24E-05,0.421353511,0.517,1
0.518,0.422200932,0.849261273,5.26E-05,0.422200932,0.518,1
0.519,0.423048354,0.850153326,5.28E-05,0.423048354,0.519,1
0.52,0.423895775,0.851045379,5.29E-05,0.423895775,0.52,1
0.521,0.424743197,0.851937432,5.31E-05,0.424743197,0.521,1
0.522,0.425590618,0.852829485,5.33E-05,0.425590618,0.522,1
0.523,0.42643804,0.853721538,5.34E-05,0.42643804,0.523,1
0.524,0.427285461,0.854613591,5.36E-05,0.427285461,0.524,1
0.525,0.428132882,0.855505644,5.38E-05,0.428132882,0.525,1
0.526,0.428980304,0.856397698,5.40E-05,0.428980304,0.526,1
0.527,0.429827725,0.857289751,5.41E-05,0.429827725,0.527,1
0.528,0.430675147,0.858181804,5.43E-05,0.430675147,0.528,1
0.529,0.431522568,0.859073857,5.45E-05,0.431522568,0.529,1
0.53,0.43236999,0.85996591,5.46E-05,0.43236999,0.53,1
0.531,0.433217411,0.860857963,5.48E-05,0.433217411,0.531,1
0.532,0.434064833,0.861750016,5.50E-05,0.434064833,0.532,1
0.533,0.434912254,0.862642069,5.52E-05,0.434912254,0.533,1
0.534,0.435759675,0.863534122,5.53E-05,0.435759675,0.534,1
0.535,0.436607097,0.864426175,5.55E-05,0.436607097,0.535,1
0.536,0.437454518,0.865318228,5.57E-05,0.437454518,0.536,1
0.537,0.43830194,0.866210281,5.58E-05,0.43830194,0.537,1
0.538,0.439149361,0.867102335,5.60E-05,0.439149361,0.538,1
0.539,0.439996783,0.867994388,5.62E-05,0.439996783,0.539,1
0.54,0.440844204,0.868886441,5.64E-05,0.440844204,0.54,1
0.541,0.441691626,0.869778494,5.65E-05,0.441691626,0.541,1
0.542,0.442539047,0.870670547,5.67E-05,0.442539047,0.542,1
0.543,0.443386468,0.8715626,5.69E-05,0.443386468,0.543,1
0.544,0.44423389,0.872454653,5.70E-05,0.44423389,0.544,1
0.545,0.445081311,0.873346706,5.72E-05,0.445081311,0.545,1
0.546,0.445928733,0.874238759,5.74E-05,0.445928733,0.546,1
0.547,0.446776154,0.875130812,5.76E-05,0.446776154,0.547,1
0.548,0.447623576,0.876022865,5.77E-05,0.447623576,0.548,1
0.549,0.448470997,0.876914919,5.79E-05,0.448470997,0.549,1
0.55,0.449318419,0.877806972,5.81E-05,0.449318419,0.55,1
0.551,0.45016584,0.878699025,5.83E-05,0.45016584,0.551,1
0.552,0.451013261,0.879591078,5.84E-05,0.451013261,0.552,1
0.553,0.451860683,0.880483131,5.86E-05,0.451860683,0.553,1
0.554,0.452708104,0.881375184,5.88E-05,0.452708104,0.554,1
0.555,0.453555526,0.882267237,5.89E-05,0.453555526,0.555,1
0.556,0.454402947,0.88315929,5.91E-05,0.454402947,0.556,1
0.557,0.455250369,0.884051343,5.93E-05,0.455250369,0.557,1
0.558,0.45609779,0.884943396,5.95E-05,0.45609779,0.558,1
0.559,0.456945212,0.885835449,5.96E-05,0.456945212,0.559,1
0.56,0.457792633,0.886727503,5.98E-05,0.457792633,0.56,1
0.561,0.458653558,0.887495004,6.00E-05,0.458653558,0.561,1
0.562,0.459514484,0.888262505,6.02E-05,0.459514484,0.562,1
